Name,ethnolog_Size,ethnolog_Vitality,L1 speakers,L2 speakers,New wiki,Size of Wikipedia (Articles Column),language family,geographical location,geo location analysis,LDC,Is in Google,wiki pages,natural language processing,part of speech,grammar parsing| grammar parser,question answering,text classification,universal dependencies,ACL count,Is in XLMR,ELRA,Hugginface,kaggle,CC Size,Is in Facebook,Joshi Classes,mBERT,HF new
,https://www.ethnologue.com/size-and-vitality/mdd,,,,,https://en.wikipedia.org/wiki/List_of_Wikipedias#Details_table,,,,https://catalog.ldc.upenn.edu/search,https://translate.google.com/intl/en/about/languages/,,,,,,,https://universaldependencies.org/,,https://arxiv.org/pdf/1911.02116.pdf,https://lremap.elra.info/?q=english,https://huggingface.co/datasets,https://www.kaggle.com/datasets,https://commoncrawl.github.io/cc-crawl-statistics/plots/languages,"if the language is in 'Facebook' sheet, put 1, otherwise 0",,,
,size,vitality,,,,copy two columns in sheet  'wiki',,,,,0/1,,,,,,,,,,,,,copy numbers in last column,0/1,,,
Tanibili,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tanimuca-Retuarã,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tanjijili,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tanna,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tanzanian Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tapei,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tapirapé,small,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tarahumara,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tarangan,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tareng,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tariana,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tarifit,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tarjumo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tarok,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Taromi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tarpia,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taruma,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tasawaq,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tasmate,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tat,mid,endangered,,,,,,,,,,,5800,3420,96,2450,1350,,18,,,,,,,0,,
Tatana,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tatar,large,institutional,5.2 million,,"417,414","320,039",Turkic,"Tatarstan, 	
Poland",Eastern Europe,,1,"459,733",1,879,9,188,163,,6,,,18,,0.0083,1,1,1,22
Tatuyo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tauade,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taungyo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taupi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taupota,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tause,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taushiro,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tausug,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tauya,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Taveta,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tavoyan,mid,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Tawala,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tawandê,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tawara,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tawbuid,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tawoyan,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tay,small,stable,,,,,,,,,,,,,,,,,5,,,,,,,,,
Tay Boi,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tayap,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tayatuk,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tayo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Taznatit,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Taznatit,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ta’oih,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tboli,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tchitchege,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tchumbuli,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teanu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tebi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tebul Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tedaga,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teduray,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tee,mid,stable,,,,,,,,,,,,,,,,,4,,,,,,,,,
Tefaro,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tegali,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tehit,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tehuelche,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Teiwa,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teke,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Teke-Eboo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teke-Fuumu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teke-Kukuya,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teke-Laali,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teke-Nzikou,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teke-Tege,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teke-Tsaayi,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teke-Tyee,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tektiteko,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tekó,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tela-Masbuar,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Telefol,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Telugu,large,institutional,83 million,11 million,"77,319","73,208",Dravidian,"India, South Africa",Southern Asia,1,1,"293,557",3560,1960,20,783,742,1,63,4.7,-,30,,0.0189,1,1,1,34
Tem,mid,institutional,,,,,,,,,,,59800,27600,1130,17200,9760,,628,,,,,,,0,,
Tembo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tembé,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teme,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Temein,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Temi,mid,stable,,,,,,,,,,,,,,,,,2,,,,,,,,,
Temiar,mid,institutional,,,,,,,,,,,8,24,0,1,0,,1,,,,,,,0,,
Temoq,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Temuan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tengger,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tenharim,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tenino,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tenis,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tennet,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ten’edn,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teop,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Teor,small,endangered,,,,,,,,,,,,,,,,,1,,,,,,,,,
Tepecano,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tepehua,small,stable,,,,,,,,,,,35,34,2,3,1,,2,,,,,,,0,,
Tepehuan,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tera,mid,stable,,,,,,,,,,,1330,647,16,279,259,,6,,,,,,,0,,
Terebu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Terei,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teressa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tereweng,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Teribe,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Terik,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Termanu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ternate,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ternateño,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Terêna,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tese,small,endangered,,,,,,,,,,,,,,,,,1,,,,,,,,,
Tetela,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tetete,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tetserret,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tetun,mid,stable,"390,000","570,000","1,501","1,490",Austronesian,East Timor,South-Eastern Asia,,,"3,864",,,,,,,0,,,,,,,1,,
Tetun Dili,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tewa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tewe,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Te’un,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tha,small,endangered,,,,,,,,,,,,,,,,,257,,,,,,,,,
Thachanadan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Thai,large,institutional,20–36 million,44 million,"148,947","141,254",Kra–Dai,"Thailand,  ASEAN, Cambodia,  Malaysia, Myanmar",South-Eastern Asia,10,1,"911,173",9110,6140,123,1870,2070,,97,71.7,2,46,,0.4804,1,3,,52
Thai Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Thai Song,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Thakali,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Thangmi,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Thao,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tharu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Thawa,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Thaypan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Themne,large,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Thiin,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tho,mid,stable,,,,,,,,,,,,,,,,,209,,,,,,,,,
Thompson,small,endangered,,,,,,,,,,,1,11400,490,7360,4350,,11,,,,,,,0,,
Thopho,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Thu Lao,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Thulung,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Thur,mid,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Thuri,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tiale,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tiang,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tibea,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tibetan,large,institutional,1.2 million,,"6,012","5,964",Sino-Tibetan,China,Eastern Asia,,,"17,387",2380,2180,36,432,508,,23,,,10,,0.0011,,1,,11
Tibetan Sign Language,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tichurong,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ticuna,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tidore,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tidung,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tiene,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tifal,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tigak,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tigrigna,large,institutional,9.85 million,,233,216,Afro-Asiatic,"Eritrea,  Ethiopia",Eastern Africa,2,,"2,598",321,280,2,70,72,,8,,2,,,,,2,,
Tigré,large,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tii,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tikar,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tikopia,small,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Tillamook,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tilung,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tima,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Timbe,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Timbisha,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tinani,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tindi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tingui-Boto,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tinigua,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tinputz,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tippera,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tira,mid,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Tirahi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tita,small,stable,,,,,,,,,,,,,,,,,4,,,,,,,,,
Titan,small,stable,,,,,,,,,,,,,,,,,3,,,,,,,,,
Tiv,large,institutional,,,,,,,,,,,1550,1290,33,379,288,,1,,,6,,,,0,,
Tiwa,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tiwi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tiyaa,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tiéfo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tjungundji,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tjupany,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tjurruru,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tlicho,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tlingit,small,endangered,,,,,,,,,,,,,,,,,0,,,6,,,1,0,,
To,small,endangered,,,,,,,,,,,,,,,,,7060,,,,,,,,,
Toaripi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Toba,mid,endangered,,,,,,,,,,,237,336,10,194,70,,1,,,,,,1,0,,
Toba-Maskoy,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tobagonian English Creole,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tobanga,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tobati,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tobelo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tobian,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tobilung,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tobo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tocho,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Toda,small,stable,,,,,,,,,,,7500,3290,60,1450,1530,,33,,,,,,,0,,
Todrah,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tofanma,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Togoyo,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tohono O’odham,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tojolabal,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tok Pisin,large,institutional,"120,000",4 million,"1,351","1,633",Creole,Papua New Guinea,Melanesia,1,,"5,879",,,,,,,0,,-,,,,,1,,
Tokano,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tokelauan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Toku-No-Shima,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tol,small,endangered,,,,,,,,,,,1870,1440,36,452,576,,13,,,,,,,0,,
Tolaki,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tolomako,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tolowa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Toma,mid,stable,,,,,,,,,,,,,,,,,2,,,,,,,,,
Tomadino,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tombelala,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tombonuo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tombulu,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tomini,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tomoip,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tondano,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tondi Songway Kiini,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tonga,large,institutional,,,,,,,,,,,,,,,,,0,,,4,,0,,0,,5
Tongan,mid,institutional,"187,000",,"1,897","1,770",Austronesian,Tonga,Polynesia,,,"5,129",,,,,,,0,,,,,0,,1,,
Tongwe,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tonjon,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tonkawa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tonsawang,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tonsea,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tontemboan,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tooro,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Topoiyo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Toposa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Toraja-Sa’dan,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Toram,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Torau,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Toro,small,stable,,,,,,,,,,,,,,,,,2,,,,,,,,,
Toromono,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Torona,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Torres Strait Creole,small,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Torwali,mid,endangered,,,,,,,,,,,12,16,0,0,1,,1,,,,,,,0,,
Torá,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Totela,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Toto,small,endangered,,,,,,,,,,,,,,,,,1,,,,,,,,,
Totoli,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Totonac,mid,stable,,,,,,,,,,,35,107,0,2,3,,1,,,,,,,0,,
Totonaco del cerro Xinolatépetl,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Totoro,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Touo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Toura,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Toussian,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Towei,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
To’abaita,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Traveller Danish,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Traveller Scottish,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tregami,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tremembé,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Trieng,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Trimuris,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tring,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Trinidad and Tobago Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Trinidadian English Creole,large,stable,,,,,,,,1,,,,,,,,,0,,,,,,,,,
Trinitario,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Triqui,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Trió,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Truká,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Trumai,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tsaangi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tsafiki,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tsakhur,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tsakonian,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tsamai,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tsat,small,endangered,,,,,,,,,,,65,35,1,19,9,,1,,,,,,,0,,
Tsaukambo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tseku,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tshangla,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tshuwau,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tsikimba,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tsimané,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tsimshian,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tsishingini,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tso,mid,stable,,,,,,,,,,,,,,,,,3,,,,,,,,,
Tsogo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tsonga,large,institutional,3.7 million,3.4 million,712,709,Niger–Congo,"South Africa,  Zimbabwe,  Mozambique",Southern Africa,,,"3,735",,,,,,,0,,,8,,0,1,0,,9
Tsou,small,endangered,,,,,,,,,,,1950,926,14,321,661,,2,,,,,,,0,,
Tsucuba,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tsum,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tsuvadi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tsuvan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tswa,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tswapong,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ts’ün-Lao,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tu,mid,endangered,,,,,,,,,,,,,,,,,858,,,,,,,,,
Tuamotuan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tubar,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tucano,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tugbiri-Niragu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tugen,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tugun,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tugutil,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tujia,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tukang Besi North,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tukang Besi South,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tuki,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tukudede,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tukumanféd,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tula,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tulehu,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tulil,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tulishi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tulu,large,stable,"1,841,963",,"1,588","1,569",Dravidian,India,Southern Asia,,,"7,948",,,,,,,0,,,,,,,1,,
Tulu-Bohuai,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tuma-Irumu,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tumak,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tumbuka,large,institutional,"1,546,000",,"3,498",598,Niger–Congo,"Malawi, Tanzania, Zambia",Eastern Africa,,,"2,092",,,,,,,0,,,,,,,1,,
Tumi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tumleo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tumtum,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tumzabt,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tunebo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tunen,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tungag,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tunggare,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tunia,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tunica,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Tunisian Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tunjung,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tunni,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tunzuii,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tuotomb,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tuparí,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tupinikin,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Tupuri,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Turaka,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Turi,small,endangered,,,,,,,,,,,,,,,,,28,,,,,,,,,
Turiwára,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Turka,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Turkana,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
